uri	plot
http://www.wikidata.org/entity/Q668280	An exiled filmmaker finally returns to his home country where former mysteries and afflictions of his early life come back to haunt him once more.
http://www.wikidata.org/entity/Q5802501	A British woman visits her husband at the Mexican mine he is attempting to reopen and discovers that the workers refuse to enter the mine, fearing an ancient curse. The couple enter the mine to prove there is no danger and inadvertently release a demon which possesses people's left hands and forces them to behave in a suitably diabolical manner.
http://www.wikidata.org/entity/Q845179	Tatsuhito, a cop, pursues Chinese warlord Wang through the underworld of Shinjuku and over to Taiwan.
http://www.wikidata.org/entity/Q29390287	An actress will play Barbara, the French singer. The shoot will soon start. The actress works on her character, her voice, the songs, scores, the gestures, knitting, scenes she has to learn, things are going okay, there's progress, development, she is even overwhelmed. The film director also works, through his encounters, through archives, music, he let's himself be submerged, overwhelmed like the actress, by the actress.
http://www.wikidata.org/entity/Q467283	An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.
http://www.wikidata.org/entity/Q202508	Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.
http://www.wikidata.org/entity/Q613290	Filmed during the annual 24-hour endurance race at Le Mans, Michael Delaney is a Porsche driver haunted by the memory of an accident at the previous year's race in which a competing driver was killed. Delaney also finds himself increasingly infatuated with the man's widow.
http://www.wikidata.org/entity/Q1590432	In this MGM Crime Does Not Pay series short, a protection racket preying on milk distribution is broken through the persistence of law enforcement and the courage of a local businessman.
http://www.wikidata.org/entity/Q2259408	"Pinky, a light skinned black woman, returns to her grandmother's house in the South after graduating from a Northern nursing school. Pinky tells her grandmother that she has been ""passing"" for white while at school in the North. In addition, she has fallen in love with a young white doctor, who knows nothing about her black heritage."
http://www.wikidata.org/entity/Q222965	A girl on the road to stardom fights the dehumanizing effects of Hollywood life.
http://www.wikidata.org/entity/Q376807	Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.
http://www.wikidata.org/entity/Q14943868	Authors Lord Byron, Mary Shelley (née Godwin) and Percy Shelley get together for some philosophical discussions, but the situation soon deteriorates into mind games, drugs, and sex. It is a fictionalization of the summer that Lord Byron and the Shelleys, together with Lord Byron's ex-lover Claire Clairmont and his Doctor John Polidori, spent in the isolated Villa Diodati by Lake Geneva. It is there they devise a contest to adduce the best horror story to kill the dullness of summer. It is also there that one of the world's most famous books was given life—Mary Shelley's Frankenstein.
http://www.wikidata.org/entity/Q266596	A medical examiner discovers that an innocent shooting victim in a robbery died of bubonic plague. With only 48 hours to find the killer, who is now a ticking time bomb threatening the entire city, a grisly manhunt through the seamy underworld of the New Orleans Waterfront is underway.
http://www.wikidata.org/entity/Q1633549	Two different social classes collide when Cary Scott, a wealthy upper-class widow, falls in love with her much younger and down-to-earth gardener, prompting disapproval and criticism from her children and country club friends.
http://www.wikidata.org/entity/Q1067125	When a shy teenager's new-found powers help him score at basketball - and with the popular girls - he has some pretty hairy decisions to make.
http://www.wikidata.org/entity/Q51808736	Composed of intimate and unencumbered moments of people in a community, this film is constructed in a form that allows the viewer an emotive impression of the Historic South - trumpeting the beauty of life and consequences of the social construction of race, while simultaneously a testament to dreaming.
http://www.wikidata.org/entity/Q1659464	A German woman travels to America with her baby to take up an au pair position with a rich couple. She has no idea that the childless couple are only interested in her child and want to kill her. In Mexico, she escapes the hired killers and survives further dangers together with a local.
http://www.wikidata.org/entity/Q1581493	King Louis XI masquerades as a commoner in Paris, seeking out the treachery he is sure lurks in his kingdom. At a local tavern, he overhears the brash poet François Villon extolling why he would be a better king. Annoyed yet intrigued, the King bestows on Villon the title of Grand Constable. Soon Villon begins work and falls for a lovely lady-in-waiting, but then must flee execution when the King turns on him.
http://www.wikidata.org/entity/Q1675415	Mario and Ana, in voluntary exile from Buenos Aires, live in a remote Argentine valley with their 12-year-old son Ernesto. Mario runs a school and a wool cooperative; Ana, a doctor, heads a clinic with Nelda, a progressive nun. Into this idealistic family comes Hans, a jaded Spanish geological engineer -- surveying the land for the local patron, to see if it can be dammed for hydro-electric power, which would drive the peasants from the land into the cities.
http://www.wikidata.org/entity/Q671754	17 year old Nói drifts through life on a remote fjord in Iceland. In winter, the fjord is cut off from the outside world, surrounded by ominous mountains and buried under a shroud of snow. Nói dreams of escaping from this white-walled prison with Íris, a city girl who works in a local gas station. But his clumsy attempts at escape spiral out of control.
http://www.wikidata.org/entity/Q128504	An army cadet accompanies an irascible, blind captain on a week-long trip from Turin to Naples.
http://www.wikidata.org/entity/Q12104507	"Fritz Brown is an ex-LAPD, recovering alcoholic who now splits his time repossessing cars for a used car lot and staffing his one-man private detective agency. When a filthy caddie named Freddy ""Fat Dog"" Baker wanders into Fritz's office one day, flashing a wad of cash, Fritz is hired to follow Fat Dog's kid sister Jane, who is holed up with a Beverly Hills sugar daddy named Sol Kupferman. Kupferman is a 70 year-old bag man for the mob, and Fat Dog claims that ""Solly K"" is up to something evil that may harm Jane. The trail leads Fritz to an encounter with his dark past in the person of Haywood Cathcart, current head of LAPD internal affairs and the person who kicked Fritz off the police force."
http://www.wikidata.org/entity/Q1194718	The other party is in disarray. Five men vie for the party nomination for president. No one has a majority as the first ballot closes and the front-runners begin to decide how badly they want the job.
http://www.wikidata.org/entity/Q65084732	John Peterson lives with his partner Eric and their adopted daughter in Southern California. When he is visited by his aging father Willis from Los Angeles who is searching for a place to retire, their two very different worlds collide.
http://www.wikidata.org/entity/Q2407828	"When LexCorp accidentally unleashes a murderous creature, Superman meets his greatest challenge as a champion. Based on the ""The Death of Superman"" storyline that appeared in DC Comics' publications in the 1990s."
http://www.wikidata.org/entity/Q1457400	After the death of his mother, a lonely farmer in rural Switzerland considers finally starting a family of his own. Eventually he pays for a bride from Thailand. The couple don't share a language, but being to know each other. However the village neighbors are suspicious of foreigners.
http://www.wikidata.org/entity/Q18703892	Two lifelong friends bond whilst vacationing in a luxury Swiss Alps lodge as they ponder retirement. While Fred has no plans to resume his musical career despite the urging of his loving daughter Lena, Mick is intent on finishing the screenplay for what may be his last important film for his muse Brenda. And where will inspiration lead their younger friend Jimmy, an actor grasping to make sense of his next performance?
http://www.wikidata.org/entity/Q634582	It's been some time since Father Jebedaiah Mayii exorcised the Devil from little Nancy Aglet, who is now grown up with a husband and two children of her own. But the prince of darkness wants to go a second round and has returned to repossess her! With Father Mayii unwilling to help, Father Luke Brophy tries his best to help Nancy, even when TV's Ernest Weller plans to air the exorcism live on TV.
http://www.wikidata.org/entity/Q701759	The true story of WWII's notorious Sobibor Nazi death camp, where a courageous inmate orchestrates and leads the escape of over 300 prisoners.
http://www.wikidata.org/entity/Q1113987	Alchoholic former country singer Mac Sledge makes friends with a young widow and her son. The friendship enables him to find inspiration to resume his career.
http://www.wikidata.org/entity/Q977196	"To the Los Angeles elite, Ford Fairlane is known as ""Mr. Rock 'n' Roll Detective."" This loudmouthed ladies' man serves an exclusive rock star clientele, who depend on his keen eye and smug discretion. So when a heavy-metal musician dies mid-concert, Fairlane is on the case before the lights come up. But things turn shocking when radio personality Johnny Crunch hires Fairlane to find a missing groupie mere hours before he is electrocuted live on air."
http://www.wikidata.org/entity/Q1962137	Ex-DEA agent Jack receives an emergency message from his brother Phillip, whose team was ambushed on the Caribbean island of St. Keith. Jack goes to St. Keith to find his brother, who has been turned into a cyborg by the drug runner he was after.
http://www.wikidata.org/entity/Q669628	"When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots."
http://www.wikidata.org/entity/Q3202150	An Italian nobleman seeks help after his paralyzed daughter becomes possessed by the spirit of a malevolent ancestress.
http://www.wikidata.org/entity/Q1692212	Malcolm is a chronically shy mechanical genius, who has just been fired for building his own tram. He gets Frank, who has just been released from jail, to move in to help pay the bills. With Frank's help, Malcolm turns to a life of crime.
http://www.wikidata.org/entity/Q2238172	A film about the work of the artist most famous for her monuments such as the Vietnam Memorial Wall and the Civil Rights Fountain Memorial.
http://www.wikidata.org/entity/Q965266	Born of a flower and growing to only a couple of inches tall, poor Thumbelina is worried she'll never meet someone her own size, until she happens to catch the eye of Prince Cornelius of the Fairies. Just as soon as she finds love, however, it's torn away from her when she is kidnapped by Ms. Toad. Now Thumbelina has to escape Ms. Toad's grasp and search for Prince Cornelius. Luckily, there's a whole city of animals willing to help her.
http://www.wikidata.org/entity/Q941542	A bored wife leaves her husband for an unemployed, petty criminal.
http://www.wikidata.org/entity/Q269912	After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.
http://www.wikidata.org/entity/Q301649	Apple Annie is an aging fruit seller in New York City, whose daughter Louise has been raised in a Spanish convent since she was an infant. As she grows up, Annie leads her daughter to believe that she is a society matron called Mrs. E. Worthington Manville. Annie worries that her charade is in danger of being uncovered when she learns that Louise is sailing to New York with her new fiancé and his nobleman father.
http://www.wikidata.org/entity/Q1170898	Sir Borotyn, a prominent Prague resident, is discovered murdered in his home, with all indications pointing to a vampire assault. The victim's friend, Baron Otto, and the physician who analyzes the body are certain that the vampire is the mysterious Count Mora, or perhaps his daughter, but receive little help from the law. Professor Zelen, an expert in the occult, is called in to assist with the investigation.
http://www.wikidata.org/entity/Q7044651	Filmed account of the five MUSE (Musicians United for Safe Energy) concerts at Madison Square Garden and an outdoor rally at Battery Park in New York protesting the dangers of nuclear power. Performers include Bruce Springsteen, Jackson Browne, Carly Simon, and the Doobie Brothers.
http://www.wikidata.org/entity/Q512576	In a fantasy world of opposing kingdoms, a 15-year old girl must find the fabled MirrorMask in order to save the kingdom and get home.
http://www.wikidata.org/entity/Q1130395	The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.
http://www.wikidata.org/entity/Q334573	In Big Time Movie, the guys must tap their inner spy as their adventure finds them driving exotic cars and jumping out of helicopters, while trying to make it to their first world tour concert on time. Hot on their trail are evil henchmen named Maxwell, British secret agents and Swedish spies as well as billionaire businessman, Sir Atticus Moon who wants back his precious device code named: “The Beetle,” an anti-gravitational device with enormous power.  Once they learn they’re carrying this precious cargo, the guys get pulled into a madcap mission throughout London, which threatens the onset of their world tour.  With the help of teen spy Penny Lane, the guys set out to save Penny’s father MI6 Agent Simon Lane and stop Sir Atticus Moon’s plot to use “The Beetle” to gain world domination.
http://www.wikidata.org/entity/Q886185	After the death of her husband, a mother takes her kids off to live with their grandparents in a huge, decrepit old mansion. However, the kids are kept hidden in a room just below the attic, visited only by their mother who becomes less and less concerned about them and their failing health, and more concerned about herself and the inheritence she plans to win back from her dying father.
http://www.wikidata.org/entity/Q1083372	Convinced he'll graduate with honors because of his thesis paper, a stuffy Harvard student finds his paper being held hostage by a homeless man, who might be the guy to school the young man in life.
http://www.wikidata.org/entity/Q4373862	Two men and a woman circle the globe in a satellite armed with a nuclear device. The third world war breaks out, and a few months later the satellite crashes. They survive the crash but one man gets killed by survivors and the other man gets caught. The woman stays by the remains of the the satellite but is soon caught by evil punks who have taken power.
http://www.wikidata.org/entity/Q2153352	Prof. Henri Laborit uses the stories of the lives of three people to discuss behaviorist theories of survival, combat, rewards and punishment, and anxiety. René is a technical manager at a textile factory and must face the anxiety caused by corporate downsizing. Janine is a self-educated actress/stylist who learns that the wife of her lover is dying and must decide to let them reunite. Jean is a controversial career-climbing writer/politician at a crossroads in life.
http://www.wikidata.org/entity/Q284229	Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet—both blissfully unaware that he's trying to put her out of business.
http://www.wikidata.org/entity/Q1140611	The Earnshaws are Yorkshire farmers during the early 19th Century. One day, Mr. Earnshaw returns from a trip to the city, bringing with him a ragged little boy called Heathcliff. Earnshaw's son, Hindley, resents the child, but Heathcliff becomes companion and soulmate to Hindley's sister, Catherine. After her parents die, Cathy and Heathcliff grow up wild and free on the moors and despite the continued enmity between Hindley and Heathcliff they're happy -- until Cathy meets Edgar Linton, the son of a wealthy neighbor.
http://www.wikidata.org/entity/Q66442210	Undine is a historian and tour guide at the Berlin City Museum specializing in urban development, while Christoph is an industrial diver. Linked by a love of the water, the two form an intense bond, which can only do so much to help Undine overcome the considerable baggage of her former affair.
http://www.wikidata.org/entity/Q568123	Romanticized adaptation of Bram Stoker's 1897 classic. Count Dracula is a subject of fatal attraction to more than one English maiden lady, as he seeks an immortal bride.
http://www.wikidata.org/entity/Q2628694	After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.
http://www.wikidata.org/entity/Q27204	James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.
http://www.wikidata.org/entity/Q3181879	Velu Naicker, who witnesses the brutal murder of his father, kills a corrupt policeman and escapes to Mumbai, only to become a gangster.
http://www.wikidata.org/entity/Q2864067	The deal is simple. Buy the stolen drugs for almost nothing, sell them and make a bundle. For Ray and the others, it's the deal of their lives. For Heather, the rich girl, it's a ride on the wild side. Deep in the dark, abandoned warehouse, Speed, the dealer, counts the money. Outside, a black Mercedes pulls up...five killers step out. They want their drugs back and they don't want witnesses. Trapped in the warehouse, the horror begins.
http://www.wikidata.org/entity/Q3213938	Arsène Muselier returns to his home village at the end of the First World War. His only injury is a head wound, which sometimes provokes periods of delirium and fury. As he renews his acquaintance with the people he left behind - his mother, the old farmhand who brought him up after his father's death, his former girlfriend, and many others - he becomes fascinated by the legend of La Vouivre, a creature with the body of a woman who lives in the marsh, surrounded by vipers. One day, Arsène sees the strange woman - she is naked, beautiful, alluring, and he is instantly enchanted by her. Can she be real, or is she merely a creation of his damaged mind...?
http://www.wikidata.org/entity/Q27178	Winner of four Academy Awards, including Best Picture and Best Actor, Sir Laurence Olivier’s Hamlet continues to be the most compelling version of Shakespeare’s beloved tragedy. Olivier is at his most inspired—both as director and as the melancholy Dane himself—as he breathes new life into the words of one of the world’s greatest dramatists.
http://www.wikidata.org/entity/Q1170844	Once upon a time a wise and kind old woman discovers a baby in her cabbage patch. She brings up the child and, when she dies, the boy, Totò, enters an orphanage. Totò leaves the orphanage a happy young man, and looks for work in post-war Milan. He ends up with the homeless and organizes them to build a shanty town in a vacant lot. But when greedy developers threaten the community’s land, Totò will need all the help he can get in order to find an impossible way out.
http://www.wikidata.org/entity/Q21044241	An ambitious black comedy that tells three loosely related stories: a couple of elderly landowners, laid low by economic conditions and reformist politics, are trying to gather enough money to build themselves a marble tomb that would keep their remains in the style to which they still aspire; they give their now blind former housekeeper a pig that proves to be more trouble than it's worth as the effort to fatten it up destroys what little family the woman has; and one of the couple's tenants, who is presenter of a relentlessly optimistic radio self-help show, tries to put his own counsel into effect when he saves a young woman from suicide.
http://www.wikidata.org/entity/Q177374	For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.
http://www.wikidata.org/entity/Q373849	After striking it rich on a large gold strike, a prospector retires to the quiet life on a Caribbean island but ends up coping with an alcoholic wife, a headstrong daughter, and Miami mobsters who want to build a casino.
http://www.wikidata.org/entity/Q2173967	Eight talented candidates have reached the final stage of selection to join the ranks of a mysterious and powerful corporation. Entering a windowless room, where an armed guard keeps watch, they are given 80 minutes to answer one simple question.
http://www.wikidata.org/entity/Q1411541	Following the assassination of President Marc Jarry, a member of the investigation committee refuses to sign off on the committee's final findings.
http://www.wikidata.org/entity/Q426631	Albert Nobbs struggles to survive in late 19th century Ireland, where women aren't encouraged to be independent. Posing as a man, so she can work as a butler in Dublin's most posh hotel, Albert meets a handsome painter and looks to escape the lie she has been living.
http://www.wikidata.org/entity/Q3422730	Young police officer Shane Cooper's first day on duty, after relocating to the small town of Red Hill, rapidly turns into a nightmare. News of a prison break, involving convicted murderer Jimmy Conway, sends the local law enforcement officers - led by the town's ruling presence, Old Bill - into a panic and leads to a terrifying and bloody confrontation.
http://www.wikidata.org/entity/Q886669	"After a terrible boating accident, Angela Baker is sent to Camp Arawak, where a series of bizarre and violent ""accidents"" begin to claim the lives of various campers."
http://www.wikidata.org/entity/Q736508	Pomme is a meek and mild French beautician whose life takes a fateful turn during a vacation to Normandy. She becomes the lover of middle-class literature-student François. The relationship sours when François takes her home to meet his parents, thanks in no small part to their differing social backgrounds.
http://www.wikidata.org/entity/Q204374	"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines."
http://www.wikidata.org/entity/Q16448753	In the Tuscan countryside, a family of traditional honey farmers struggles to make ends meet. The household consists of only daughters—four of them—led by the eldest, Gelsomina, who takes on the responsibilities of the family. When a small boy is sent to stay with them for rehabilitation, their routine is disrupted. As financial troubles threaten their home, Gelsomina sees an opportunity in a reality TV contest searching for 'Italy’s Most Traditional Family.' Willing to expose their secluded life for the prize money, she clashes with her father’s rigid ways in a bid to secure their future.
http://www.wikidata.org/entity/Q967050	Johnny Kovak joins the Teamsters trade-union in a local chapter in the 1930s and works his way up in the organization. As he climbs higher and higher his methods become more ruthless and finally senator Madison starts a campaign to find the truth about the alleged connections with the Mob.
http://www.wikidata.org/entity/Q116845	After losing his job and wife, and spending time in an institution, a former teacher winds up living with his parents. He wants to rebuild his life and reconcile with his wife, but his father would be happy if he shared his obsession with the Philadelphia Eagles. Things get complicated when he meets Tiffany Maxwell who offers to help him reconnect with his wife if he will do something very important for her in exchange.
http://www.wikidata.org/entity/Q784812	Paratrooper commander Colonel Mathieu, a former French Resistance fighter during World War II, is sent to Algeria to reinforce efforts to squelch the uprisings of the Algerian War. There he faces Ali la Pointe, a former petty criminal who, as the leader of the Algerian Front de Liberation Nationale, directs terror strategies against the colonial French government occupation. As each side resorts to ever-increasing brutality, no violent act is too unthinkable.
http://www.wikidata.org/entity/Q5856604	Jose learns that Nora, the woman he was married to for 30 years and from whom divorced, has committed suicide. The rabbi explains Joseph that due to the celebrations this time of the year, if Nora is not buried that same day, they should wait at least 5 days for the funeral. Nora had planned before his death, a Machiavellian plan in order that Joseph was the one who has to take care of his funeral. But Nora forgot a small detail, a mysterious photograph stored under her bed, that will remind Joseph that the greatest love stories, sometimes are hidden in the smallest places.
http://www.wikidata.org/entity/Q5755838	Film based on the life of Dr. Salvador Mazza, who, with a group of professionals, conducts an investigation to discover the antidote to a mysterious illness whose carrier is a nocturnal insect. A Mazza was regarded as the first doctor who fought the deadly Chagas disease in Argentina.
http://www.wikidata.org/entity/Q7774811	As the Wiggles prepare a surprise party for their friend Dorothy the Dinosaur, she goes after a magician who has stolen Greg's magic wand.
http://www.wikidata.org/entity/Q1413403	Haunted by memories of his father murdering a family, Arlis Sweeney prefers to keep to himself, focusing his energy on his work. One day, the traumatic past that eats away at him returns when he meets Kay Davies, a woman connected to the bloody event. Against all odds, Arlis and Kay fall in love; however, when his father, Roy, reappears in his life -- with the coldhearted Ginnie in tow -- Arlis must deal with his past demons.
http://www.wikidata.org/entity/Q3520813	In a Sydney suburb, two nurses, Maria and Flora, a housekeeper, Lotte, and a solicitor, Arnold, attend to Elizabeth Hunter as her expatriate son Sir Basil, a famous but struggling actor in London, and daughter Dorothy, a divorced and down at heel princess, convene at her deathbed. They come to make sure they can leave Australia with their hefty inheritance.
http://www.wikidata.org/entity/Q20026847	A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.
http://www.wikidata.org/entity/Q1760854	Two Broadway showgirls, who are also sisters, are sick and tired of New York as well as not getting nowhere. Quitting Broadway, the sisters decided to travel to Paris to become famous.
http://www.wikidata.org/entity/Q214723	A gold prospector in Alaska struggles to survive the elements and win the heart of a dance hall girl.
http://www.wikidata.org/entity/Q742614	A transgender woman takes an unexpected journey when she learns that she had a son, now a teenage runaway hustling on the streets of New York.
http://www.wikidata.org/entity/Q1141615	Documentary of the S-21 genocide prison in Phnom Penh with interviews of prisoners and guards. On the search for reasons why this could have happened.
http://www.wikidata.org/entity/Q1073800	A comedy that chronicles a chance encounter between Robert and a Chinese named Jun who wanders lost through the city of Buenos Aires in search of his uncle after being assaulted by a taxi driver and his henchmen.
http://www.wikidata.org/entity/Q156069	Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.
http://www.wikidata.org/entity/Q620731	In a touring Shakespearean theater group, a backstage hand - the dresser, is devoted to the brilliant but tyrannical head of the company. He struggles to support the deteriorating star as the company struggles to carry on during the London blitz. The pathos of his backstage efforts rival the pathos in the story of Lear and the Fool that is being presented on-stage, as the situation comes to a crisis.
http://www.wikidata.org/entity/Q151923	A little girl goes in search of her father who is reported missing by the military during the Second Boer War.
http://www.wikidata.org/entity/Q1619928	When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?
http://www.wikidata.org/entity/Q431776	A series of comedic short films guaranteed to offend.
http://www.wikidata.org/entity/Q1402826	"As in the novel of the same title from Camilo Jose Cela, ""La Colmena"" is a sad composition with the stories of many people in the Madrid of 1942, just the postwar of the spanish civil war. The main theme of the film is the contrast between the poets, surviving close to misery under the Franco's regime, and the winners of the war, the emerging class of the people that makes easy money with illegal business."
http://www.wikidata.org/entity/Q5454277	Because he's the oldest, Jake has been the man of the house, since his parents divorce. When Mom starts seeing Sam, who always seems to be trying some new way to get rich quick, and declares he's the man of the house now, Jake puts up with it. Until he discovers Sam's illegal activities.
http://www.wikidata.org/entity/Q2093241	Two couples vacationing together in an R.V. from Texas to Colorado are terrorized after they witness a murder during a Satanic ritual.
http://www.wikidata.org/entity/Q1346729	A college graduate goes to work as a nanny for a rich New York family. Ensconced in their home, she has to juggle their dysfunction, a new romance, and the spoiled brat in her charge.
http://www.wikidata.org/entity/Q574986	An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.
http://www.wikidata.org/entity/Q3399752	The end of an affair from the woman's point of view.
http://www.wikidata.org/entity/Q219155	During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.
http://www.wikidata.org/entity/Q1234664	A band of soldiers is dispatched to war games deep in the woods. When they stumble across a rival team slaughtered in camp, they realize they're not alone.
http://www.wikidata.org/entity/Q8028409	This movie deals with a television network hoping to draw the biggest ratings ever while televising an execution live into the home of every American family.
http://www.wikidata.org/entity/Q3427587	Despite the fact that he is completely unrepentant about his crimes, when Regis Savoie's son asks to visit him, prison authorities grant permission for the boy to come. The thief and murderer (Gildor Roy) takes advantage of the moment of his son's arrival to steal a gun and take flight. He settles some old scores, gets together with his girlfriend, and heads for the hills, pursued by a detective who is not to be swayed in his efforts to follow and recapture him.
http://www.wikidata.org/entity/Q550558	When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet brother, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.
http://www.wikidata.org/entity/Q488222	A teenage girl is captured by a giant mutated squid-like creature that appears from Seoul's Han River after toxic waste was dumped in it, prompting her family into a frantic search for her.
http://www.wikidata.org/entity/Q867283	In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.
http://www.wikidata.org/entity/Q382841	"During World War II, Switzerland severely limited refugees: ""Our boat is full."" A train from Germany halts briefly in an isolated corner of Switzerland. Six people jump off seeking asylum: four Jews, a French child, and a German soldier. They seek temporary refuge with a couple who run a village inn. They pose as a family: the deserter as husband, Judith as his wife, an old man from Vienna as her father, his granddaughter and the French lad, whom they beg to keep silent, as their children. Judith's teenage brother poses as a soldier. The fabrication unravels through chance and the local constable's exact investigation. Whom will the Swiss allow to stay? Who gets deported?"
http://www.wikidata.org/entity/Q1682593	After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?
http://www.wikidata.org/entity/Q5555971	Ajay Mehra leaves for Bombay in order to train to become an international boxer. On his return to New Delhi he however found that his brother Ashok Mehra is missing, he decides to make complaints at the police station but this only leads to frustration. He decides to go and search for his brother himself but still does not find him. Later on Ashok's body is found and Ajay is accused of killing him as well as having an illicit relationship with his sister - in - law Indu Mehra. While in jail Ajay makes friends with some other hardcore convicts, who are good at heart. Then one day they escape the jail by overpowering the guards. But Ajay falls in love with Varsha a journalist who helped in showing Ajay the path to justice in killing the main villain Balwant Rai.
http://www.wikidata.org/entity/Q188035	Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.
http://www.wikidata.org/entity/Q1197274	An active volcano threatens a south Pacific island resort and its guests as a power struggle ensues between the property's developer and a drilling foreman.
http://www.wikidata.org/entity/Q787034	Haunted by the past, Vijay turns to crime, while Ravi, his brother, becomes an honest police officer. Fate pits them against each other when Ravi is sent to nab Vijay.
http://www.wikidata.org/entity/Q7733435	Documentary depicting day to day life in Angola Prison mostly from an inmate's perspective. Interviews are with several inmates including one with a life sentence who is about to die.
http://www.wikidata.org/entity/Q119526	A sixteen-year-old boy insinuates himself into the house of a fellow student from his literature class and writes about it in essays for his French teacher. Faced with this gifted and unusual pupil, the teacher rediscovers his enthusiasm for his work, but the boy’s intrusion will unleash a series of uncontrollable events.
http://www.wikidata.org/entity/Q2530984	In the late 1890s, the ambitious, innocent Carrie arrives in Chicago’s South Side and stays with her nagging, dullish married sister. She then runs for help to traveling salesman Charles Drouet. She soon becomes his mistress, but falls in love with married restaurant manager George Hurstwood.
http://www.wikidata.org/entity/Q3232520	Locked in a school closet during Halloween 1962, young Frank witnesses the ghost of a young girl and the man who murdered her years ago. Shortly afterward he finds himself stalked by the killer and is soon drawn to an old house where a mysterious Lady In White lives. As he discovers the secret of the woman he soon finds that the killer may be someone close to him.
http://www.wikidata.org/entity/Q1364023	A sinister seductress vows to destroy a suburban family.
http://www.wikidata.org/entity/Q484675	"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps."
